# =====================================================================
# threads_posts_queue.csv — Threads（@ai_store_lab）承認済み投稿キュー
# =====================================================================
# 作成: 2026-08-10
# 位置づけ: ゆうさんが一括承認済みの投稿文をストックし、Claude Codeが
#   scripts/threads_publish.js（公式Threads Graph API経由）で1日2〜3本
#   ペースで公開していくためのキュー。
#   ここに載っている文面は既にゆうさんの承認を得たものであり、
#   新規に生成した文面を無断で追加投稿することはない（CLAUDE.mdの
#   「投稿ごとの承認」を満たした状態でのみpendingから公開に進む）。
#
# 重複回避ルール:
#   既存のnote.com送客の予約投稿（餌-006〜011、毎日21:00固定）と同日に
#   ぶつけないよう、1日の合計投稿数が2〜3本を超えない日付を割り当てる。
#
# カラム定義:
#   id             : 一意ID（例: TQ-001）
#   related_wp_id  : 送客先WordPress記事のID
#   affiliate_program : 主なアフィリエイトプログラム
#   target_date    : 公開予定日（YYYY-MM-DD、既存note予約と衝突しない日を割当済み）
#   post_text      : 投稿本文（コピペ/自動投稿共用、URL含まず）
#   reply_url      : 1コメント目に貼るリンク
#   qa_score       : 自己採点（sns-post-quality-check基準・10点満点）
#   status         : approved（承認済み・公開待ち）/ published（公開済み）
#   published_url  : 公開後の投稿URL
#   published_at   : 公開日時
#
# 注意: 行頭が「#」の行はコメント。
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
id,related_wp_id,affiliate_program,target_date,post_text,reply_url,qa_score,status,published_url,published_at
TQ-043,WP-012,楽天アフィリエイト,2026-09-11,タブレットが手で支えたままで会計しづらい。バーコードがなかなか読み込めない。 / どれも致命的ではないけれど、毎日の会計のたびに小さなストレスになっていませんか。 / その数秒のイライラは1日何十回も起きています。3つの機器でまとめて解消する方法を整理しました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e3%83%ac%e3%82%b8%e5%91%a8%e3%82%8a%e3%81%ae%e5%9c%b0%e5%91%b3%e3%81%ab%e5%9b%b0%e3%82%8b%e3%82%92%e8%a7%a3%e6%b6%88%e3%81%99%e3%82%8b%e6%a9%9f%e5%99%a8%e3%81%be%e3%81%a8%e3%82%81%e3%80%90/,9,approved,,
TQ-044,WP-013,楽天アフィリエイト,2026-09-12,「同じメニューなのに、あの店の写真は美味しそうに見える」 / 差はカメラの性能じゃなくて、多くの場合は光です。 / スマホ1台でも、光を整えるだけで投稿の見え方が変わる。最初に揃えるべきグッズをまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e3%82%b9%e3%83%9e%e3%83%9b1%e5%8f%b0%e3%81%a7%e9%81%b8%e3%81%b0%e3%82%8c%e3%82%8b%e6%8a%95%e7%a8%bf%e3%81%ab%e3%80%82%e7%89%a9%e6%92%ae%e3%82%8a%e3%83%bbsns%e6%99%82%e7%9f%ad%e3%82%b0%e3%83%83/,9,approved,,
TQ-045,WP-014,楽天アフィリエイト,2026-09-13,「AIって結局、パソコンの中の話でしょう？」 / ここ1〜2年で、AIは身につけて使うガジェットとしても実用段階に入りました。 / 周りがまだ使っていない今だからこそ、差がつきます。経営者が知っておきたい3アイテムを紹介します。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e7%b5%8c%e5%96%b6%e8%80%85%e3%83%bb%e5%ba%97%e4%b8%bb%e3%81%8c%e4%bb%8a%e7%9f%a5%e3%81%a3%e3%81%a6%e3%81%8a%e3%81%8d%e3%81%9f%e3%81%84%e3%80%81%e6%9c%80%e5%85%88%e7%ab%afai%e3%82%a2%e3%82%a4%e3%83%86/,9,approved,,
TQ-046,WP-015,楽天アフィリエイト,2026-09-14,古いPCで待たされる数秒、聞き取れないWeb会議のストレス。 / それが毎日続いているなら、道具を1つ新調するだけで取り戻せる時間があります。 / 2026年、経営者が押さえておきたい仕事道具をまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/2026%e5%b9%b4%e3%80%81%e7%b5%8c%e5%96%b6%e8%80%85%e3%81%8c%e4%bb%95%e4%ba%8b%e9%81%93%e5%85%b7%e3%81%a8%e3%81%97%e3%81%a6%e6%8a%bc%e3%81%95%e3%81%88%e3%81%a6%e3%81%8a%e3%81%8d%e3%81%9f%e3%81%84pc/,9,approved,,
TQ-047,WP-017,楽天アフィリエイト,2026-09-15,お客様用と同じWi-Fiに、レジ・決済端末・防犯カメラがつながっていませんか。 / 気づかないうちに店のお金と映像を同じ扉の内側に置いているようなものです。 / 来客用と業務用を分けるゲストネットワーク対応の選び方をまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e5%ba%97%e8%88%97%e7%94%a8wi-fi%e3%83%ab%e3%83%bc%e3%82%bf%e3%83%bc%e3%81%ae%e9%81%b8%e3%81%b3%e6%96%b9%e3%81%a8%e3%81%8a%e3%81%99%e3%81%99%e3%82%813%e9%81%b8%ef%bd%9c%e6%9d%a1%e5%ae%a2%e7%94%a8/,9,approved,,
TQ-048,WP-019,楽天アフィリエイト,2026-09-16,万引き、クレーム、スタッフ間のトラブル——その瞬間の映像がないと、多くは泣き寝入りになります。 / 工事不要・数千円台から始められるWi-Fiカメラで、まずレジと出入口の2点だけでも押さえておくと安心です。 / 選び方とおすすめ3選をまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e5%b0%8f%e8%a6%8f%e6%a8%a1%e5%ba%97%e8%88%97%e3%81%ae%e9%98%b2%e7%8a%af%e3%82%ab%e3%83%a1%e3%83%a9%e3%81%8a%e3%81%99%e3%81%99%e3%82%813%e9%81%b8%ef%bd%9c%e5%b7%a5%e4%ba%8b%e4%b8%8d%e8%a6%81%e3%81%aew/,9,approved,,
TQ-049,,なし,2026-08-20,お店のGoogle投稿もSNSも口コミ返信も、全部後回しになっていませんか。 / 営業が終わる頃には書く気力が残っていない——多くの店主さんに共通する悩みです。集客は「続けた店」から順に結果が出るのに、続ける仕組みがないまま気合いに頼ってしまう。 / そこで、ChatGPTに渡すだけで7日分のGoogle投稿・口コミ返信・SNS投稿の下書きが約30分で揃う「店舗集客立て直しキット」を作りました。プロンプトはコピペで使えて、店の情報を入れ替えるだけで翌週分も回せます。 / 自社商品です（¥3980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b1MTM1UjMgoTZsNWa0JXY,9,published,https://www.threads.com/@ai_store_lab/post/DcSG3QvE7-i,2026-08-21T01:01:20.027Z
TQ-050,,なし,2026-08-21,美容室の求人を出しても応募が来ない。原因は媒体選びより先に、広告文が「誰に来てほしいか」を言えていないことが多いです。 / 「スタイリスト募集・経験者優遇」だけでは、読んだ人が自分ごとにできません。働き方・客層・入客までの流れなど、応募前に知りたい情報を先に出した店から応募が入ります。 / ターゲット設計から訴求文・媒体別の文面まで、ChatGPTと一緒に穴埋めするだけで採用広告一式が揃う美容室・ヘアサロン向けキットを作りました。 / 自社商品です（¥1980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b4QjMxYjMgoTZsNWa0JXY,9,published,https://www.threads.com/@ai_store_lab/post/DcXQdEHExeT,2026-08-23T01:01:23.619Z
TQ-051,,なし,2026-08-22,カフェやベーカリーの採用は「お店の雰囲気が伝わるか」で応募数が変わります。時給や勤務時間だけ並べた求人だと、せっかくの店の魅力が求職者に届きません。 / 朝の焼き上げの匂い、常連さんとの距離感、まかないのパン——働く場面が想像できる求人ほど、条件が同じでも選ばれます。 / お店の空気感を言語化して採用広告に落とし込むところまで穴埋め式で作れる、カフェ・ベーカリー・テイクアウト店向けの設計キットを作りました。ChatGPTで文面まで一気に仕上がります。 / 自社商品です（¥1980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b2QjMxYjMgoTZsNWa0JXY,9,published,,2026-08-23
TQ-052,,なし,2026-08-23,居酒屋・焼鳥店の求人あるある：「明るい方歓迎！」だけ書いて応募ゼロ。 / 飲食で働く人が本当に知りたいのは、忙しい時間帯の実際・まかないの内容・シフトの柔軟さ・店長の人柄です。ここを書かずに条件だけ並べても、他店の求人に埋もれてしまいます。 / 何をどの順番で書けば応募につながるかを整理して、ChatGPTで媒体別の文面まで一気に作れる居酒屋・焼鳥店向けの採用広告設計キットを作りました。求人を出す前のチェックリストとしても使えます。 / 自社商品です（¥1980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b0gTMxYjMgoTZsNWa0JXY,9,published,https://www.threads.net/@ai_store_lab/post/DcYuysUgWGy,2026-08-23T14:45:36.571Z
TQ-053,,なし,2026-08-24,Googleの口コミ、返信が3件以上溜まっていませんか。 / 返信は書きたい。でも高評価には何を書けばいいか迷うし、ネガティブな口コミは手が止まる。そうして溜まった未返信は、次のお客さんにも見えています。 / 高評価・ふつう・ネガティブ、全パターンに対応した返信テンプレを30本用意しました。コピペして店名とひと言を入れるだけ。ネガティブ口コミへの落ち着いた返し方も入っています。 / 溜まった返信をまず今日1件から片付けたい方へ。自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b2AzN5UjMgoTZsNWa0JXY,9,approved,,
TQ-054,,なし,2026-08-25,店舗SNSが続かない一番の理由は、才能でもやる気でもなく「毎日何を投稿するか」を毎回ゼロから考えているからです。 / ネタを考える→迷う→今日はやめておく。この流れを断ち切るには、投稿を「その日決める」のではなく「先に決まっている」状態にするしかありません。 / ネタ決めを仕組みにして投稿を止めない方法を1本にまとめました。投稿テーマの回し方・カレンダーの作り方まで具体的に書いています。ネタ切れの朝に開いてもらう用の記事です。 / 自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/bxIDO5UjMgoTZsNWa0JXY,9,approved,,
TQ-055,,なし,2026-08-26,口コミ返信は「気づいたら10件溜まっている」が一番危ない状態です。 / 溜まるほど心理的ハードルが上がり、さらに溜まる。この悪循環を止めるには、返信の上手さより先に「どれから返すか」の判断基準を持つことが効きます。 / ネガティブ最優先・直近の高評価・古い未返信、それぞれの扱い方と、短時間で回すためのテンプレをまとめました。優先順位が決まっているだけで、溜まらない店に変わります。 / 忙しい店主さん向けの実務記事です。自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b1IDO5UjMgoTZsNWa0JXY,8,approved,,
TQ-056,,なし,2026-09-24,Googleマップに投稿を続けているのに来店が増えない。 / 頑張って続けているほど悔しい状態ですが、原因は投稿の量ではなく「検索した人が知りたい情報」とのズレにあることが多いです。お店が伝えたいことと、行くか迷っている人が確認したいことは違います。 / 来店につながらない投稿の典型パターンと、何をどう直せばいいかを順番に整理しました。今の投稿を変えずに続けても結果は変わらないので、次の1投稿から変えられる形にしています。 / 自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b4IDO5UjMgoTZsNWa0JXY,9,approved,,
TQ-057,,なし,2026-09-25,イベントやケータリングの問い合わせは、最初の返信で勝負が半分決まります。 / 見積もりを先に出すか・質問を先にするか。順番を間違えると、相手は他社の返信と見比べたまま静かに離れていきます。返信が早くても、内容の順番が悪ければ失注は防げません。 / 問い合わせから受注までの返信と見積もりの正しい順番を、実際の流れに沿って整理した記事です。そのまま使える返信テンプレも付けています。 / イベント案件を月1件でも受ける店舗さん向け。自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/bxQDO5UjMgoTZsNWa0JXY,9,approved,,
TQ-058,,なし,2026-09-26,AIで店の雑務を減らしたいなら、最初に消すべき仕事は決まっています。 / よくある失敗は、目についた作業から手当たり次第にAIを試して、結局どれも定着しないパターン。効果が出る順番があるのに、順番を無視すると「AIは使えない」で終わってしまいます。 / 週3時間を取り戻すために何から消すべきか、その優先順位を1本にまとめました。小さな店の実務目線で、今日から試せる順に並べています。特別なツール契約は不要です。 / 自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b4MDO5UjMgoTZsNWa0JXY,8,approved,,
TQ-059,,なし,2026-09-27,見積もりを送ったのに返事がない——「値段だけ見て消える」パターンです。 / 相手は金額の妥当性を判断する材料を持っていないので、数字だけ見て高い・安いで判断するしかない。だから金額の前に何を伝えるか・見積書に何を添えるかで、受注率は変わります。 / 値引きに頼らずに受注へつなげる見積もりの設計を、送る前のチェック項目つきでまとめました。見積もりを月1件でも出す店主さん・個人事業の方向けです。 / 自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/b5QDO5UjMgoTZsNWa0JXY,9,approved,,
TQ-060,,なし,2026-09-28,観光客がGoogleマップで店を探す時代に、写真も営業時間も情報が古いままになっていませんか。 / 旅行者は知らない土地で失敗したくないので、情報が揃っていない店は候補から静かに外されます。味やサービス以前に、マップ上の見え方で選ばれていない可能性があります。 / 観光客に見つけてもらうために整えるべき項目を、チェックリスト形式でまとめました。今日30分で直せる項目から順に並べているので、上から潰すだけで使えます。 / 観光地・駅近の店舗さんへ。自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/bwUDO5UjMgoTZsNWa0JXY,9,approved,,
TQ-061,,なし,2026-09-29,美容サロンの新規予約が途切れた時、真っ先に広告を考えるのは少し待ってください。 / 予約導線・口コミ・メニュー表記が整っていない状態で広告を出すと、せっかく呼んだ人が予約直前で離脱して、広告費だけが消えていきます。 / 広告費をかける前に見直すべき5項目を、無料で直せるところから順番に解説しました。5項目を整えてから広告を検討しても遅くありません。広告を出す前の点検リストとして使ってください。 / 自社商品です（¥980）。 / ↓リンクはコメント欄,https://brain-market.com/u/ai_store_yuya/a/byUDO5UjMgoTZsNWa0JXY,9,approved,,
TQ-062,,楽天アフィリエイト,2026-08-18,スマホで撮った商品写真、なんだか暗くて美味しそうに見えない——原因はカメラの性能より光の量だったりします。 / 蛍光灯だけの店内は、思っている以上に影が出ます。三脚一体型のリングライトなら、置くだけで顔や商品の陰影が整い、開封動画やメニュー撮影がその場で明るくなります。 / スマホ1台で撮影を完結させたい店舗さん向けの定番アイテムです。 / 👉 1コメント目のリンクから,https://a.r10.to/hkmJqO,9,published,https://www.threads.com/@ai_store_lab/post/DcLP1p4GPN6,2026-08-18T09:05:06.790Z
TQ-063,,楽天アフィリエイト,2026-08-18,Instagramを毎日投稿しているのに、フォロワーも来店も増えない。よくある原因は、投稿の「量」は足りていても「型」がないことです。 / 何を・どの順番で・どんな写真と載せるか。感覚で続けるより、集客につながる型を先に知っておいた方が遠回りになりません。 / 店舗・サロン向けにInstagram運用の考え方を体系的にまとめた一冊です。 / 👉 1コメント目のリンクから,https://a.r10.to/hgtsW1,9,published,https://www.threads.com/@ai_store_lab/post/DcLRJm3GBnv,2026-08-18T09:16:36.460Z
TQ-064,,楽天アフィリエイト,2026-08-18,レジ横の商品、ホコリをかぶったまま並んでいませんか。せっかくのおすすめ商品も、くすんで見えると手に取ってもらいにくくなります。 / 透明の卓上ショーケースに入れるだけで、ホコリよけになりつつ「特別に見せたい商品」として目に留まりやすくなります。 / 小物・焼き菓子・アクセサリーなど幅広い商品ディスプレイに使えます。 / 👉 1コメント目のリンクから,https://a.r10.to/hPkdrK,9,published,https://www.threads.com/@ai_store_lab/post/DcLSdBoGPiv,2026-08-18T09:27:54.537Z
TQ-065,WP-034,もしもアフィリエイト,2026-08-24,"「Googleマップに登録してるのに全然お客が来ない…」
それ、MEOだけじゃ今の時代は不十分かもしれません。

ChatGPTやAI検索で店を探す人が増えていて、
マップ対策だけでは拾えない集客機会が増えてます。

同じ悩みを持つ店舗オーナーさん、一緒に考えてみませんか？
👉 1コメント目のリンクから",（WP-034公開後に更新）,8,approved,,
TQ-066,WP-034,もしもアフィリエイト,2026-08-23,"AIO × MEO × SNSを一括でサポートしてくれるサービス、知ってますか？

✅ AI検索で店名が出るようになる
✅ Googleマップの上位表示を狙える
✅ SNS運用の手間が減る

本業に集中しながら集客を強化したい
小規模店舗・個人事業主にぴったりな次世代対策サービスです。
👉 1コメント目のリンクから",（WP-034公開後に更新）,8,published,https://www.threads.com/@ai_store_lab/post/Dce-1rYE7AK,2026-08-26T01:01:21.714Z
TQ-067,WP-034,もしもアフィリエイト,2026-08-25,"「MEO対策サービス、いくつか比べてるけど決め手がない…」
という方へ。

LOCALGOATが他と違うのは、
AI検索対策（AIO）まで含めた3軸で動いている点��

Googleマップだけじゃなく、
ChatGPTなどのAI検索にも対応したい店舗向けです。
料金・詳細は公式サイトで確認を。
👉 1コメント目のリンクから",（WP-034公開後に更新）,8,approved,,
TQ-NEW-001,WP-NEW-01,もしもアフィリエイト,2026-08-21,"Googleマップに登録している飲食店は山ほどある。でも2026年の集客は、マップだけを見ている人を相手にするだけでは追いつかなくなっています。

ChatGPTに「近くのおいしいランチ」と聞く人が増えた。Googleで検索する前にAIに聞く習慣が静かに広がっています。

MEO対策を「Googleマップの順位を上げる話」だけで終わらせると、AI検索からの来客をごっそり取りこぼす可能性が出てきます。

今は、GoogleマップとAI検索の両方に対応した情報整備が必要な時代です。まず自分の店のGBPが最新状態かどうか、確認することから始めてみてください。",,9.2,published,https://www.threads.net/@ai_store_lab/post/DcYuABfAfNj,2026-08-23T14:45:36.571Z
TQ-NEW-002,WP-NEW-02,もしもアフィリエイト,2026-08-22,"美容室のGoogle口コミが増えない原因の9割は、技術ではなく仕組みです。

施術の質を上げても、感想を書いてもらう仕組みがなければ口コミは増えません。退店のタイミングに一言もなく、QRコードも置いていない。お客さんは書きたくても書き方がわからないまま帰ります。

口コミを月10件レベルに増やした美容室には共通点があります。退店時の声かけ、返信テンプレートの準備、この2つを先にやっています。難しいことでもお金のかかることでもありません。

今日、Googleビジネスプロフィールの管理画面から口コミ投稿URLを取得して、QRコードを1枚作るだけ。それが最初の一歩です。",,9.1,published,https://www.threads.com/@ai_store_lab/post/DcZ1P6lk9er,2026-08-24T01:00:38.654Z
TQ-NEW-003,WP-NEW-04,もしもアフィリエイト,2026-08-24,"「近くのおいしいラーメン屋、教えて」とChatGPTに聞いたとき、あなたの店は出てきますか。

Googleマップなら検索順位があって、対策すれば上に出やすくなる仕組みが分かりやすい。でもAI検索（ChatGPT・Geminiなど）は、Webにある情報を組み合わせて文章で答えを返します。

参照されるのはGoogleビジネスプロフィール・口コミ・複数サイトの店舗情報。情報がバラバラだと、AIが店の正確な特徴を把握できません。

今すぐ無料でできることは、GBPの営業時間・住所・写真を最新にして、各媒体の表記を統一すること。これがAI検索対策の第一歩です。",,9.3,approved,,
TQ-NEW-004,WP-NEW-03,もしもアフィリエイト,2026-08-26,"Googleに口コミが届くたびに、毎回ゼロから返信文を考えていませんか。

「ありがとうございます」だけでは素っ気ない。でも何を書けばいいか分からない。気づいたら1週間以上返信できていないことが月に何度もある。

返信が遅れるほど、見込み客への印象が薄れます。未返信の口コミが並んでいる店は「管理が行き届いていない」と判断されることがあります。

対策は難しくありません。ポジティブな口コミ用・ネガティブな口コミ用の2パターンテンプレートを作って、〔具体的な内容〕部分だけ30秒で差し替えるだけ。まずこれを今日用意してみてください。",,9.2,approved,,
TQ-NEW-005,WP-NEW-01,もしもアフィリエイト,2026-08-24,MEO対策ツール、4社比べてみました。LOCALGOAT・カンリー・口コミコム・Gyro-n MEO——どれも「Googleマップの上位表示」を謳っていますが、向いている店舗の規模と業種がまったく違います。1店舗か、複数店舗かで選ぶべきツールが変わります。詳細は1コメント目から。,https://ainetbiz.com/2026/08/23/meo%e5%af%be%e7%ad%96%e3%83%84%e3%83%bc%e3%83%ab%e6%af%94%e8%bc%832026%ef%bd%9clocalgoat%e3%83%bb%e3%82%ab%e3%83%b3%e3%83%aa%e3%83%bc%e3%83%bb%e5%8f%a3%e3%82%b3%e3%83%9f%e3%82%b3%e3%83%a0%e3%83%bbgyro/,9.0,approved,,
TQ-NEW-006,WP-NEW-02,もしもアフィリエイト,2026-08-24,「Googleマップに登録してるのに予約が増えない」という飲食店の方へ。写真・口コミ返信・基本情報の整備——この3つを先にやらずに広告を打っても効果は出ません。無料でできる順番とやり方をまとめました。詳細は1コメント目から。,https://ainetbiz.com/2026/08/23/%e9%a3%9f%e5%ba%97%e3%81%8cgoogle%e3%83%9e%e3%83%83%e3%83%97%e3%81%a7%e4%ba%88%e7%b4%84%e3%82%92%e5%a2%97%e3%82%84%e3%81%99%e6%96%b9%e6%b3%95%ef%bd%9cmeo%e5%af%be%e7%ad%96%e3%81%ae%e5%9f%ba/,9.0,approved,,
TQ-068,WP-035,もしもアフィリエイト,2026-09-30,"開業届って、いつ出せばいいの？
青色申告ってそもそも何？
帳簿のつけ方、全然わからない…

本業の準備でいっぱいいっぱいなのに、手続きのことまで頭が回らない。
そんな「開業初期の混乱」、経験した人は多いはず。

弥生の「起業・開業ナビ」は、そういう人のためのサービスです。

👉 1コメント目のリンクから",（WP-035公開後に更新）,8,approved,,
TQ-069,WP-035,もしもアフィリエイト,2026-10-01,"個人事業主が青色申告を選ぶと、最大65万円の控除が受けられる可能性があります。
でもそのためには「開業届」「青色申告承認申請書」の提出が必要。

弥生「起業・開業ナビ」に登録すれば、手続きの順番・必要書類・会計ソフトの使い方までまとめてサポート。

開業の「やること」を整理したい方、まずは無料登録から。

👉 1コメント目のリンクから",（WP-035公開後に更新）,8,approved,,
TQ-070,WP-035,もしもアフィリエイト,2026-10-02,"「会計ソフト、どれを選べばいいかわからない」
「弥生って実際どうなの？」

弥生は個人事業主向けの会計ソフトとして長年実績があるサービス。
「起業・開業ナビ」に無料登録すると、手続きガイドや会計ソフトの詳細を一か所で確認できます。

比較検討中の方こそ、まず公式情報を見てみるのがおすすめです。

👉 1コメント目のリンクから",（WP-035公開後に更新）,8,approved,,
TQ-071,WP-036,もしもアフィリエイト,2026-10-03,"確定申告の時期、毎年「領収書の山」を前に途方に暮れていませんか？

本業は全力なのに、経理だけで週末が消えていく…
その時間、本当にもったいないと思います。

会計ソフトを使えば、同じ作業が驚くほど短縮できます。
弥生シリーズの詳しい情報をまとめました。

👉 1コメント目のリンクから",（WP-036公開後に更新）,8,approved,,
TQ-072,WP-036,もしもアフィリエイト,2026-10-04,"青色申告の特別控除、最大65万円ってご存知ですか？

白色申告のまま続けていると、毎年それだけ課税所得が多い状態かもしれません。

弥生の青色申告オンラインなら、簿記知識ゼロでもe-Tax申告まで完結。
インボイス���電子帳簿保存法にも対応済みで、制度改正も安心です。

👉 1コメント目のリンクから",（WP-036公開後に更新）,8,approved,,
TQ-073,WP-036,もしもアフィリエイト,2026-10-05,"会計ソフト、どれを選べばいいか迷っていませんか？

✅ 確定申告メインなら → やよいの青色申告
✅ 請求書発行が多いなら → Misoca
✅ スタッフの給与計算が大変なら → 弥生給与 Next

用途別に選べるのが弥生シリーズの強み。
まず無料会員登録から試せます。

👉 1コメント目のリンクから",（WP-036公開後に更新）,8,approved,,
TQ-074,WP-008,もしもアフィリエイト,2026-08-29,"スタッフが辞めるたびに、社会保険の脱退手続き・雇用保険の手続き・源泉票の作成。
採用のたびに、加入手続き・契約書・給与設定。
これを全部「自分でやる」と決めたとき、本業の時間は残りますか。

月2〜3件の入退社が重なったとき初めて、「限界だった」と気づく人が多いです。",https://treecosme.home.blog/2026/08/07/スタッフを雇い始めた店の労務、自分でやる？外/,8,approved,,
TQ-075,WP-008,もしもアフィリエイト,2026-09-01,顧問社労士に月5万払ってたのに、スタッフの入退社手続きは『別途費用』になった——同業の友人の話。結局月8万超えてたと。Remoba労務は月額固定で手続きが含まれる。比べたことがない人、一度見てみると感覚が変わるかも。,https://af.moshimo.com/af/c/click?a_id=5718252&p_id=3772&pc_id=9267&pl_id=52513,9,approved,,
TQ-076,WP-008,もしもアフィリエイト,2026-09-03,雇用保険の加入手続きを1ヶ月遅れで出したら、さかのぼり分の保険料とペナルティを請求された——開業3年目のオーナーがやらかした実話。労務って、間違えると追徴という形で後から請求がくる。自信がないならプロに任せておくほうが、結果的に安くなることがある。,https://af.moshimo.com/af/c/click?a_id=5718252&p_id=3772&pc_id=9267&pl_id=52513,9,approved,,
TQ-077,WP-035,もしもアフィリエイト,2026-09-05,"開業届を出した翌月、初めての帳簿をExcelで作ろうとして、勘定科目が何なのかから調べ直した。交通費は？水道光熱費の按分は？消耗品費と雑費の違いは？

1時間かけて入力した1行を削除して最初からやり直す、あれを3ヶ月続けた。確定申告の締切2週間前に青色申告できないと気づいたときの絶望感。

弥生の起業・開業ナビは、会計知識ゼロから始める人向けに設計されていて、サポートも含まれている。開業前後に登録しておくと、帳簿の土台から整う。",https://af.moshimo.com/af/c/click?a_id=5718252&p_id=3772&pc_id=9267&pl_id=52513,9,approved,,
TQ-078,WP-035,もしもアフィリエイト,2026-09-08,"青色申告の65万円控除、開業1年目は「期限内に申請書を出せばいい」と思ってた。

実際は違う。青色申告承認申請書の期限は開業から2ヶ月以内。これを知らずに11月に開業して、翌年の申告でまるまる1年分の控除を逃した人がいる。

弥生の起業・開業ナビには、この「開業直後にやる手続き」の順番と期限が整理されている。開業後の手続きで損した話は、調べ忘れが原因であることが多い。",https://af.moshimo.com/af/c/click?a_id=5718252&p_id=3772&pc_id=9267&pl_id=52513,9,approved,,
TQ-079,WP-036,もしもアフィリエイト,2026-09-10,"フリーランス1年目によくある話。仕事関係の本を買っても「経費にしていいのか」と迷って領収書を財布に突っ込んだまま紛失する。通信費の按分計算を面倒くさくてやらず、結果1年で数万円の経費を取りこぼす。

確定申告直前に領収書を掘り起こして途方に暮れる時間、会計ソフトを最初から使っていれば半分以下に圧縮できる可能性がある。

弥生の起業・開業ナビは無料から始められる。まず登録して構造を見てから、有料プランを検討するかどうか判断すればいい。",https://af.moshimo.com/af/c/click?a_id=5718252&p_id=3772&pc_id=9267&pl_id=52513,9,approved,,
TQ-080,WP-008,もしもアフィリエイト,2026-09-12,"パートが「有給取りたい」と言ってきたとき、正直何日分あるか即答できなかった。

入社日から6ヶ月後に10日付与、1年6ヶ月後にまた付与——時給スタッフの有給日数は勤務日数によって変わるし、繰越も2年で消滅する。手計算で全スタッフ分を管理するのは、ミスが出て当然の作業だと思う。

Remoba労務は有給管理も対応範囲に含まれている。スタッフに聞かれて慌てた経験が一度でもあるなら、確認してみる価値はある。",https://af.moshimo.com/af/c/click?a_id=5718252&p_id=3772&pc_id=9267&pl_id=52513,9,approved,,
TQ-081,WP-008,もしもアフィリエイト,2026-09-15,"「就業規則って常時10人以上いる会社が作るものでしょ」——そう思ってスタッフ8人で運営してる間、就業規則なしで乗り切ろうとしていた。

問題が起きるのはそういうときで、「遅刻何回で注意できるのか」「試用期間中に解雇できるか」の判断基準が何もなかった。

Remoba労務は就業規則の整備も含まれている。何かトラブルが起きてから調べ始める前に、土台を整えておく選択肢として知っておいてほしい。",https://af.moshimo.com/af/c/click?a_id=5718252&p_id=3772&pc_id=9267&pl_id=52513,9,approved,,
TQ-082,WP-NEW-01,A8ネット,2026-09-17,"Googleの口コミに「対応が悪かった」と書かれて、返信しないまま3ヶ月が経っていた。見込み客が口コミを読んで予約をやめる瞬間を、こちらは見えていない。

口コミへの返信は、書いた人より次に読む人に向けたメッセージだという話を聞いて、認識が変わった。

LOCALGOATはGoogleマップの口コミ管理とMEO対策を一元化できるツール。返信の下書き生成・評価のモニタリング・競合比較まで対応している。まず機能を確認してみてください。",https://ainetbiz.com/2026/08/23/meo%e5%af%be%e7%ad%96%e3%83%84%e3%83%bc%e3%83%ab%e6%af%94%e8%bc%832026%ef%bd%9clocalgoat%e3%83%bb%e3%82%ab%e3%83%b3%e3%83%aa%e3%83%bc%e3%83%bb%e5%8f%a3%e3%82%b3%e3%83%9f%e3%82%b3%e3%83%a0%e3%83%bbgyro/,9,approved,,
